['1', '4', '7', '4'] | 14
['2', '2'] | 22
['5', '2', '5', '7'] | 57
['7', '2'] | 72
['4', '4', '6', '1'] | 41
['7', '2', '5', '2', '9', '6', '7'] | 77
['6', '4', '9', '2'] | 62
['8', '7'] | 87
['9', '6', '1'] | 91
['6', '1', '3', '7', '5'] | 65
['3', '5', '2', '9', '3'] | 33
['9', '9'] | 99
['7', '8', '2', '6', '9', '4', '3'] | 73
['6', '9', '7', '1', '4', '2'] | 62
['1', '7'] | 17
['2', '7', '6', '8'] | 28
['6', '6'] | 66
['7', '6'] | 76
['5', '7'] | 57
['5', '5', '9', '7', '5'] | 55
['1', '6', '2', '3'] | 13
['5', '7'] | 57
['2', '2', '3', '3', '3', '7'] | 27
['6', '1'] | 61
['8', '7', '7', '4'] | 84
['9', '3', '3'] | 93
['9', '9', '7', '7'] | 97
['2', '1', '9', '4'] | 24
['2', '2', '7', '6', '8'] | 28
['6', '6'] | 66
['5', '4', '2'] | 52
['6', '3'] | 63
['3', '3', '8', '6', '8', '5', '9'] | 39
['9', '5', '9', '5', '2'] | 92
['2', '2', '1', '9', '5', '8'] | 28
['4', '4'] | 44
['1', '4', '8'] | 18
['1', '8', '9', '9', '9', '5', '5', '2'] | 12
['2', '2', '2', '5', '3', '1'] | 21
['1', '7'] | 17
['2', '7', '3', '8', '9', '9', '3', '7'] | 27
['4', '5', '9', '3'] | 43
['6', '8'] | 68
['9', '2', '8'] | 98
['3', '5', '1', '3'] | 33
['4', '5', '2', '3', '9'] | 49
['1', '1'] | 11
['9', '7', '1', '7'] | 97
['2', '4', '1', '4', '9', '3'] | 23
['4', '4', '4', '9', '1', '7', '2'] | 42
['2', '2'] | 22
['3', '7', '5', '5', '4'] | 34
['6', '4', '5'] | 65
['1', '8', '5'] | 15
['7', '8', '2', '9', '8', '1'] | 71
['2', '8', '3', '6', '2', '3', '9'] | 29
['9', '6'] | 96
['9', '4', '2', '4', '6'] | 96
['3', '3', '5', '5', '2', '5', '7', '9'] | 39
['8', '8', '9', '1', '6', '5'] | 85
['4', '4', '4', '3', '9', '7', '5'] | 45
['3', '7', '6', '9'] | 39
['2', '5', '5', '6', '6', '7', '3'] | 23
['6', '3', '2', '2'] | 62
['4', '9', '8', '1', '6'] | 46
['5', '6'] | 56
['1', '1'] | 11
['9', '1', '7', '4', '1'] | 91
['7', '7', '5', '4', '2', '6', '9'] | 79
['8', '3', '1', '1', '5', '5'] | 85
['5', '5'] | 55
['8', '9', '6', '2', '6'] | 86
['8', '3'] | 83
['8', '4', '6', '7', '7', '9', '1'] | 81
['3', '5', '6', '7'] | 37
['9', '7', '6', '4'] | 94
['1', '1', '5', '6', '6'] | 16
['8', '3', '8', '5'] | 85
['6', '6', '1', '3', '2', '2'] | 62
['2', '4', '7', '8'] | 28
['5', '2', '6'] | 56
['4', '3', '4'] | 44
['2', '2', '7', '7', '8', '1', '1'] | 21
['1', '6', '8'] | 18
['1', '3', '8', '3', '6'] | 16
['6', '9', '9', '7'] | 67
['4', '8', '3'] | 43
['4', '4', '2'] | 42
['6', '7', '2', '7'] | 67
['9', '5', '8', '9', '6'] | 96
['1', '8', '7'] | 17
['7', '1', '1', '5', '9', '8'] | 78
['1', '4', '5'] | 15
['9', '4', '6', '7', '2'] | 92
['9', '6', '2'] | 92
['4', '4', '6', '8', '3'] | 43
['8', '1', '3', '3', '8'] | 88
['1', '5', '4'] | 14
['1', '1', '1', '6', '5'] | 15
['2', '1', '1', '5', '2', '3', '6'] | 26
['8', '8', '1'] | 81
['4', '2', '9'] | 49
['5', '2', '7', '7', '3'] | 53
['8', '4', '6', '8', '3', '1'] | 81
['6', '6', '2'] | 62
['7', '7'] | 77
['4', '4', '7', '7', '3', '2'] | 42
['2', '8'] | 28
['8', '8', '7', '4', '9', '1'] | 81
['9', '9', '7', '5', '2', '6'] | 96
['7', '6', '9', '8', '1'] | 71
['3', '7', '6', '6'] | 36
['3', '7', '9', '9', '8', '8'] | 38
['2', '2', '4', '4', '8'] | 28
['8', '5', '7'] | 87
['6', '3', '7'] | 67
['4', '7', '2'] | 42
['1', '7', '2'] | 12
['7', '1', '1', '3', '2', '6', '5'] | 75
['3', '9', '4', '7'] | 37
['3', '9', '2', '9', '9'] | 39
['5', '6', '6', '3', '6', '8', '4'] | 54
['8', '8', '6', '8', '1'] | 81
['4', '3'] | 43
['3', '3', '4', '1', '2'] | 32
['3', '1', '5', '7', '7'] | 37
['4', '5', '9', '1', '1'] | 41
['9', '6', '3', '6', '6'] | 96
['9', '1'] | 91
['9', '8', '8', '8', '4', '9', '7'] | 97
['1', '9', '9', '1', '6', '2'] | 12
['2', '7', '8', '1'] | 21
['4', '4', '4', '1', '3'] | 43
['2', '7'] | 27
['5', '6', '8', '8'] | 58
['4', '7', '5', '6'] | 46
['8', '2', '4'] | 84
['8', '8', '1', '7', '3', '6'] | 86
['9', '9'] | 99
['5', '5', '8', '4', '5', '1', '4'] | 54
['4', '3', '3'] | 43
['8', '9', '1'] | 81
['6', '3', '3'] | 63
['7', '7', '2'] | 72
['7', '5', '2', '6', '4'] | 74
['6', '6'] | 66
['6', '2', '3', '2', '2', '1', '8'] | 68
['1', '9', '4', '3', '8'] | 18
['7', '5', '6'] | 76
['8', '8'] | 88
['1', '3', '3', '2', '6'] | 16
['4', '3', '3', '5'] | 45
['6', '7', '2', '9'] | 69
['8', '9', '7'] | 87
['6', '5', '1', '8'] | 68
['3', '3', '1'] | 31
['7', '7', '8'] | 78
['7', '9', '4', '9', '2'] | 72
['5', '1', '1'] | 51
['7', '2', '9'] | 79
['1', '7', '6', '1'] | 11
['9', '1', '1', '5', '5', '6', '2'] | 92
['5', '5', '7', '7', '4'] | 54
['3', '3', '8', '7', '6', '9'] | 39
['8', '8', '8', '4', '4'] | 84
['2', '9', '8', '2', '2', '4', '4'] | 24
['7', '2', '3', '9', '9', '4', '2'] | 72
['6', '4', '5', '1'] | 61
['3', '2', '8'] | 38
['1', '1'] | 11
['6', '8'] | 68
['3', '4'] | 34
['7', '1', '1', '7', '7', '9', '6'] | 76
['2', '2', '3'] | 23
['1', '7', '6'] | 16
['2', '2', '5', '3', '1', '6'] | 26
['7', '7', '2', '3', '3'] | 73
['8', '7', '9', '4'] | 84
['4', '5', '2', '9', '3', '3'] | 43
['1', '7', '6', '2', '5', '9'] | 19
['8', '8', '5', '3', '8'] | 88
['5', '5'] | 55
['7', '7'] | 77
['7', '3', '4'] | 74
['1', '2'] | 12
['2', '8', '8', '1'] | 21
['1', '7', '7', '8', '9'] | 19
['2', '1', '3', '2', '9'] | 29
['7', '2', '4', '5'] | 75
['5', '8', '5', '6', '3', '1', '1'] | 51
['5', '5', '5', '2', '8'] | 58
['8', '8', '3', '7', '1'] | 81
['8', '8', '4', '1', '4', '7'] | 87
['6', '6', '2', '1', '9'] | 69
['3', '3'] | 33
['1', '1'] | 11
['9', '8'] | 98
['5', '7', '5', '7', '8', '6', '3'] | 53
['7', '6', '3', '6', '9'] | 79
['2', '1', '6'] | 26
['3', '4', '9', '2'] | 32
['5', '2', '1', '9'] | 59
['9', '4', '6', '1', '4'] | 94
['4', '3', '2', '5', '4', '8'] | 48
['6', '4'] | 64
['2', '8', '5', '5', '3'] | 23
['4', '9', '9', '2', '9', '1', '6'] | 46
['2', '7', '5', '6', '8', '9'] | 29
['5', '3', '8'] | 58
['3', '5', '7', '5', '8'] | 38
['1', '1'] | 11
['2', '3', '4', '8', '9'] | 29
['7', '6'] | 76
['6', '2', '4'] | 64
['1', '6', '9', '7', '2', '4'] | 14
['8', '9', '3', '7', '5'] | 85
['4', '2'] | 42
['9', '7', '8', '2', '1'] | 91
['4', '4', '8', '6', '5'] | 45
['7', '5', '6', '5', '1'] | 71
